,img_path,label
0,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.171.png,Ш
1,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.363.png,Ш
2,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.108.png,Ш
3,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.221.png,Ш
4,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.294.png,Ш
5,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.79.png,Ш
6,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.132.png,Ш
7,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.210.png,Ш
8,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.233.png,Ш
9,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.102.png,Ш
10,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.85.png,Ш
11,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.139.png,Ш
12,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.194.png,Ш
13,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.222.png,Ш
14,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.196.png,Ш
15,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.149.png,Ш
16,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.47.png,Ш
17,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.113.png,Ш
18,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.279.png,Ш
19,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.172.png,Ш
20,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.8.png,Ш
21,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.302.png,Ш
22,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.165.png,Ш
23,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.164.png,Ш
24,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.240.png,Ш
25,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.51.png,Ш
26,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.62.png,Ш
27,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.147.png,Ш
28,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.68.png,Ш
29,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.362.png,Ш
30,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.245.png,Ш
31,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.134.png,Ш
32,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.370.png,Ш
33,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.107.png,Ш
34,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.313.png,Ш
35,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.30.png,Ш
36,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.216.png,Ш
37,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.17.png,Ш
38,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.305.png,Ш
39,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.143.png,Ш
40,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.254.png,Ш
41,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.84.png,Ш
42,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.237.png,Ш
43,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.197.png,Ш
44,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.341.png,Ш
45,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.13.png,Ш
46,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.202.png,Ш
47,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.259.png,Ш
48,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.346.png,Ш
49,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.311.png,Ш
50,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.98.png,Ш
51,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.290.png,Ш
52,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.16.png,Ш
53,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.55.png,Ш
54,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.167.png,Ш
55,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.368.png,Ш
56,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.227.png,Ш
57,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.4.png,Ш
58,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.100.png,Ш
59,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.40.png,Ш
60,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.76.png,Ш
61,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.295.png,Ш
62,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.192.png,Ш
63,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.324.png,Ш
64,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.248.png,Ш
65,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.187.png,Ш
66,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.354.png,Ш
67,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.91.png,Ш
68,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.238.png,Ш
69,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.334.png,Ш
70,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.288.png,Ш
71,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.117.png,Ш
72,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.309.png,Ш
73,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.218.png,Ш
74,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.269.png,Ш
75,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.50.png,Ш
76,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.83.png,Ш
77,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.236.png,Ш
78,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.176.png,Ш
79,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.211.png,Ш
80,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.27.png,Ш
81,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.318.png,Ш
82,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.120.png,Ш
83,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.198.png,Ш
84,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.301.png,Ш
85,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.328.png,Ш
86,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.10.png,Ш
87,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.265.png,Ш
88,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.204.png,Ш
89,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.357.png,Ш
90,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.322.png,Ш
91,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.89.png,Ш
92,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.52.png,Ш
93,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.12.png,Ш
94,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.119.png,Ш
95,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.308.png,Ш
96,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.250.png,Ш
97,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.115.png,Ш
98,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.36.png,Ш
99,/opt/ProjectsPy/0_DATASETS/Cyrillic/Ш/Ш.90.png,Ш
